ID,Comments,raw text,emojis
6641,some of y’all havd never decorated confetti eggs to smash on your tios head. get w your local mexican before it’s too late🐣🍳,some of y’all havd never decorated confetti eggs to smash on your tios head. get w your local mexican before it’s too late,"['🐣', '🍳']"
6642,"oh wait it was 5 hours, i’m so tired i cannot math 😆","oh wait it was 5 hours, i’m so tired i cannot math ",['😆']
6643,also the stylist 🤨,also the stylist ,['🤨']
6644,he lost them 😭,he lost them ,['😭']
6645,i'm not strong for this jaemin bf shaped 🥴 i feel sick,i'm not strong for this jaemin bf shaped  i feel sick,['🥴']
6646,"“we know that you guys…🤨✋” 
oh he was so sick of us","“we know that you guys…✋” 
oh he was so sick of us",['🤨']
6647,i blame the manager 💯 always proving clueless in big moments,i blame the manager  always proving clueless in big moments,['💯']
6648,back to work 👩‍🍳,back to work ‍,"['👩', '🍳']"
6649,acting like his korean id would get revoked because he doesn't know snsd... kpop fans tend to forget kpop isn't the only popular music style in korea. taeyong from nct auditioned with the national anthem because he didn't know any song 😭! they need to get over themselves,acting like his korean id would get revoked because he doesn't know snsd... kpop fans tend to forget kpop isn't the only popular music style in korea. taeyong from nct auditioned with the national anthem because he didn't know any song ! they need to get over themselves,['😭']
6650,ty! 🥹 same to you and stay safe 🫶🏽🩵,ty!  same to you and stay safe 🫶🩵,"['\U0001f979', '🏽']"
6651,"the cherry on top is how the demonic helmet is presented in a way it's holy and pure, held in a clean cloth as not to be sullied by the slave's bare hands. oh the irony 🧑‍🍳💋","the cherry on top is how the demonic helmet is presented in a way it's holy and pure, held in a clean cloth as not to be sullied by the slave's bare hands. oh the irony ‍","['🧑', '🍳', '💋']"
6652,"soft as a shadow and strong as a drink i like
cold as my dollars and warm as the waves i ride
🎶","soft as a shadow and strong as a drink i like
cold as my dollars and warm as the waves i ride
",['🎶']
6653,one of the cats is already meowing at me and moving around the bed yeah i know a stranger is sleeping in your bed how unacceptable 😭😭 but i need to sleep too bro,one of the cats is already meowing at me and moving around the bed yeah i know a stranger is sleeping in your bed how unacceptable  but i need to sleep too bro,"['😭', '😭']"
6654,what was he cooking 🍳,what was he cooking ,['🍳']
6655,a whole chef behind this tweet🔥🔥👨‍🍳,a whole chef behind this tweet‍,"['🔥', '🔥', '👨', '🍳']"
6656,me and mine ❤️💃🏻,me and mine ❤️,"['💃', '🏻']"
6657,"#mark_goldenhour streaming chain 🍳

🔗 

tags:     

qrt with your proof! 😉

#mark_goldenhour #goldenhour
#마크가_말아주는_골든아워
#goldenhourwithmark #mghd3_eggfriends","#mark_goldenhour streaming chain 

 

tags:     

qrt with your proof! 

#mark_goldenhour #goldenhour
#마크가_말아주는_골든아워
#goldenhourwithmark #mghd3_eggfriends","['🍳', '🔗', '😉']"
6658,went back to ☁️heaven🌥 to tell sky zaddy 🙌🏼 humans are good💗 so eat a 🍫cocklate bunny🐰 🐇 or some marshmallow 🐥peeps🐥 (penis) and slam em back with that 🍇blood of christ🍷 before you get ur 🍳 egg 🥚 deviled 👹 and ur ass ate🌚 send this message to 1️⃣0️⃣ of,went back to ☁️heaven to tell sky zaddy  humans are good so eat a cocklate bunny  or some marshmallow peeps (penis) and slam em back with that blood of christ before you get ur  egg  deviled  and ur ass ate send this message to 1️⃣0️⃣ of,"['🌥', '🙌', '🏼', '💗', '🍫', '🐰', '🐇', '🐥', '🐥', '🍇', '🍷', '🍳', '🥚', '👹', '🌚']"
6659,that’s true but the glasses look good😁😁,that’s true but the glasses look good,"['😁', '😁']"
6660,don’t ever. vote for bear without sunglasses 👹,don’t ever. vote for bear without sunglasses ,['👹']
6661,🏳️‍🌈= me when you,️‍= me when you,"['🏳', '🌈']"
6662,ofc sunglass 😎😎😎😎😎😎😎😎,ofc sunglass ,"['😎', '😎', '😎', '😎', '😎', '😎', '😎', '😎']"
6663,🐰🌷🥚 let's celebrate this holiday by saving the kongpanions from becoming brunch in please don't eat me 🦍🍳🙅‍♂️ let's ensure the kongpanions have a happy and peaceful easter too! 🐒🎉 #eastergaming #pleasedonteatme #savethekongpanions, let's celebrate this holiday by saving the kongpanions from becoming brunch in please don't eat me ‍♂️ let's ensure the kongpanions have a happy and peaceful easter too!  #eastergaming #pleasedonteatme #savethekongpanions,"['🐰', '🌷', '🥚', '🦍', '🍳', '🙅', '🐒', '🎉']"
6664,"😽💤 sorry, finn is not ready to start his day. maybe you could give him an extra hour, then bring him breakfast in bed. lol #finn 🐱🍳😺🥓🐾🍛💕  🌤good morning!🌤"," sorry, finn is not ready to start his day. maybe you could give him an extra hour, then bring him breakfast in bed. lol #finn   good morning!","['😽', '💤', '🐱', '🍳', '😺', '🥓', '🐾', '🍛', '💕', '🌤', '🌤']"
6665,he was trying to make a point 😭😭,he was trying to make a point ,"['😭', '😭']"
6666,thank you💜,thank you,['💜']
6667,y’all ever went met some of y’all friends people and they had a cousin that acts  talks just like yours? 😂,y’all ever went met some of y’all friends people and they had a cousin that acts &amp; talks just like yours? ,['😂']
6668,i will eat him im so serious☝🏻,i will eat him im so serious☝,['🏻']
6669,ofcourse 🐻🕶 !!!!,ofcourse  !!!!,"['🐻', '🕶']"
6670,i’m so satisfied that all the prints for the next update are all around the same size 🥹,i’m so satisfied that all the prints for the next update are all around the same size ,['\U0001f979']
6671,let him cook 🧑🏻‍🍳,let him cook ‍,"['🧑', '🏻', '🍳']"
6672,"the polls are back 😭, if you all don't vote for the sunglasses...","the polls are back , if you all don't vote for the sunglasses...",['😭']
6673,"instead of looking for eggs around the yard, look for the egg within you 🍳","instead of looking for eggs around the yard, look for the egg within you ",['🍳']
6674,sautéed up some  #vermont #maple syrup #breakfast sausage today in my  skillet 🍳 today for my #easterbrunch. #food #foodies #sundaybrunch,sautéed up some  #vermont #maple syrup #breakfast sausage today in my  skillet  today for my #easterbrunch. #food #foodies #sundaybrunch,['🍳']
6675,nah what i thought my date was crazy 😭,nah what i thought my date was crazy ,['😭']
6676,this calm but don’t forget i get active in the kitchen 👨🏽‍🍳,this calm but don’t forget i get active in the kitchen ‍,"['👨', '🏽', '🍳']"
6677,"☀ sunflowers streaming party ☀

for good person 19m 🔜

🔗 
 
izin tag yaa!3     

#haechanmillionviews
#haechan #해찬","☀ sunflowers streaming party ☀

for good person 19m 

 
 
izin tag yaa!&lt;3     

#haechanmillionviews
#haechan #해찬","['🔜', '🔗']"
6678,you know we live in a world where mark got my plushie and renjun too 😪,you know we live in a world where mark got my plushie and renjun too ,['😪']
6679,"and child labor is labor. 🤡

do you hear how ridiculous you sound, simping for a minstrel?

why is womanface celebrated but blackface is universally condemned for being offensive? i'll wait.

wake up, handmaiden. you'll never find a will to your grace. 

#dylanmulvaneyisaman","and child labor is labor. 

do you hear how ridiculous you sound, simping for a minstrel?

why is womanface celebrated but blackface is universally condemned for being offensive? i'll wait.

wake up, handmaiden. you'll never find a will to your grace. 

#dylanmulvaneyisaman",['🤡']
6680,"chicken and dressing w/ baked chicken thighs and gravy, yams and collard greens 😁 with the ham hock ofc 👩🏾‍🍳","chicken and dressing w/ baked chicken thighs and gravy, yams and collard greens  with the ham hock ofc ‍","['😁', '👩', '🏾', '🍳']"
6681,this poor girl is still missing almost 48 hours later. 😢,this poor girl is still missing almost 48 hours later. ,['😢']
6682,been on replay since i saw my dreamies 😭 i miss them so much man,been on replay since i saw my dreamies  i miss them so much man,['😭']
6683,with glasses babyyy😎,with glasses babyyy,['😎']
6684,"didn’t realize this was gonna get attention. i have nothing to promote but there is a tip jar and if wanna buy me a drink or the pup a treat😬 

4290.","didn’t realize this was gonna get attention. i have nothing to promote but there is a tip jar and if wanna buy me a drink or the pup a treat 

4290.",['😬']
6685,"i mean, arent we all?😭😭😭😭😭","i mean, arent we all?","['😭', '😭', '😭', '😭', '😭']"
6686,by any chance have you heard arctic monkeys’ evil twin? 👀,by any chance have you heard arctic monkeys’ evil twin? ,['👀']
6687,"genuine question, who taught them bto 😭😭😭😭","genuine question, who taught them bto ","['😭', '😭', '😭', '😭']"
6688,loml right here 💚🤭,loml right here ,"['💚', '🤭']"
6689,jelazz with sunglasses ayy 😎,jelazz with sunglasses ayy ,['😎']
6690,ima be an egg tonight 😂😂😂 believe that! 🍳,ima be an egg tonight  believe that! ,"['😂', '😂', '😂', '🍳']"
6691,moots im turning into just a sh account! i unfollowed all accounts that were only edtwt so if u wanna unfollow thats fine 🍳,moots im turning into just a sh account! i unfollowed all accounts that were only edtwt so if u wanna unfollow thats fine ,['🍳']
6692,"be serious, you already know the answer 😎🪩","be serious, you already know the answer 🪩",['😎']
6693,"whitebeard “quake” tees
dropping wednesday 4.12 @ 7pm cst
art by -  she really cooked like sanji on this one 👩🏻‍🍳🍳","whitebeard “quake” tees
dropping wednesday 4.12 @ 7pm cst
art by -  she really cooked like sanji on this one ‍","['👩', '🏻', '🍳', '🍳']"
6694,now let the journos start writing pieces about the dark side of western music industry.. where are they now🤨,now let the journos start writing pieces about the dark side of western music industry.. where are they now,['🤨']
6695,bro has the 50 year old angry white man hands 😂😂,bro has the 50 year old angry white man hands ,"['😂', '😂']"
6696,rise and shine it’s deadite cooking 🍳 time #evildeadrise,rise and shine it’s deadite cooking  time #evildeadrise,['🍳']
6697,"#mark_goldenhour streaming chain 🍳

🖇️ 

ijin tags yaaa🥺 :  
  

qrt with your proof","#mark_goldenhour streaming chain 

️ 

ijin tags yaaa :  
  

qrt with your proof","['🍳', '🖇', '🥺']"
6698,he was hungry and can't find eggs to cook 🍳 😔,he was hungry and can't find eggs to cook  ,"['🍳', '😔']"
6699,and why wouldn’t you want minnesota in the play in when they clearly are going to be shorthanded? 🤡,and why wouldn’t you want minnesota in the play in when they clearly are going to be shorthanded? ,['🤡']
6700,holy moly… le thread est juste 🫠,holy moly… le thread est juste ,['\U0001fae0']
